,address,latitude,level,longitude
0,鹤壁火车站,34.753181194602455,商圈,113.66748832949798
1,市传染病医院,34.719219950254306,医疗,113.66530302168387
2,鹤煤总医院,34.82855793715515,医疗,113.65184299158345
3,新郑市公立人民医院,34.36447899275576,医疗,113.7509910368224
4,新村镇,34.46186616167783,乡镇,113.71111319541994
5,河南省省立医院,34.58302996064595,医疗,113.8414980118692
6,龙湖镇,34.61013723268498,乡镇,113.66980438208586
7,丹石锦园,34.548587159407866,餐饮,113.39942489243491
8,大关庄村,34.62911656889582,村庄,113.86498115518884
9,航空港区张庄办事处,34.559832016250496,餐饮,113.88840096797003
10,中牟县人民医院,34.727180995347204,医疗,114.03579161231683
11,中牟县第一高级中学,34.71908813860745,教育,113.97711079301358
12,巴黎印象小区,34.72577547626615,地产小区,113.94538030680684
13,张庄办事处,34.559832016250496,餐饮,113.88840096797003
14,冉庄锦程花园1号院,34.71326499731215,地产小区,113.89217196467035
15,绿地老街,34.790874995905384,地产小区,113.75731304150996
16,卢浮公馆,34.74396696229665,地产小区,113.776793964291
17,海马公园,34.75386466667855,地产小区,113.77563541967478
18,祭城办事处豫法东苑,34.766809297056334,地产小区,113.75576382382746
19,河南省省直第三人民医院东院区,34.74176300060107,医疗,113.61221900502998
20,绿地老街,34.790874995905384,地产小区,113.75731304150996
21,中兴路锦汇苑,34.79275673975427,地产小区,113.77966270293712
22,姚桥乡,34.81214149183775,乡镇,113.80973608496961
23,绿城怡商玉园,34.784386719754146,地产小区,113.74748584872246
24,前牛岗小区,34.820486887566844,地产小区,113.80636007320201
25,浅水湾小区,34.789239264254306,地产小区,113.75053083490963
26,郑州大学第一附属医院(郑东院区),34.804455988301015,医疗,113.76952298966269
27,锦程花园,34.71417164267898,地产小区,113.89355715176676
28,恒大绿洲,34.72014900494697,地产小区,113.76749407683786
29,经开区韩庄村,34.422159203965265,村庄,113.77626603014279
30,郑州市第七人民医院,34.719966977815446,医疗,113.74714997229228
31,瑞锦小区,34.71944581721469,地产小区,113.79969159207924
32,大王庄,34.571691963818324,村庄,113.39580822462119
33,紫南花园,34.71124040167617,地产小区,113.69923552418723
34,正商蓝钻小区,34.723183472663045,地产小区,113.71513346561116
35,美景天城,34.73379395413592,地产小区,113.72318596603316
36,正商新蓝钻小区,34.723183472663045,地产小区,113.71513346561116
37,紫荆尚都,34.74143552691826,地产小区,113.69127402211338
38,陇海东路297号院,34.74496468019768,地产小区,113.69020748643904
39,白寨镇,34.61295351490126,乡镇,113.5211167705319
40,新密第一人民医院,34.543446964521415,医疗,113.38913004179892
41,郑州东,34.640423268011965,村庄,113.68222880427231
42,郑州东站,34.765421805779596,火车站,113.78516787842446
43,郑州东站,34.765421805779596,火车站,113.78516787842446
44,郑州东站,34.765421805779596,火车站,113.78516787842446
45,阿庄地道豫菜,34.77241373346184,餐饮,113.75042142129851
46,中州锦绣花园,34.72495210531135,地产小区,114.01014004932665
47,锦汇苑,34.79275673975427,地产小区,113.77966270293712
48,郑州颐和医院,34.781669975415284,医疗,113.75386498564046
49,郑州大学第一附属医院（郑东院区）,34.804455988301015,医疗,113.76952298966269
50,金成时代小区,34.7816570044381,楼号,113.71272798311655
51,河南中医药大学第一附属医院,34.76500198050131,医疗,113.68029502200099
52,河南省人民医院,34.778893991146816,医疗,113.70118897934921
53,河南省人民医院发热门诊,34.7781579525937,医疗,113.7019019644325
54,河南省人民医院,34.778893991146816,医疗,113.70118897934921
55,纬五路10号院,34.84015451090388,道路,113.69193751056306
56,张福记,34.742990347850856,餐饮,113.64188563432755
57,郑州大学第一附属医院（郑东院区）,34.804455988301015,医疗,113.76952298966269
58,鑫苑名家,34.80294227586623,地产小区,113.70775415533834
59,丹尼斯,34.694608145846374,购物,113.70390922809453
60,鑫苑名家小区,34.80294227586623,地产小区,113.70775415533834
61,健康路176号院,34.78049524125448,门址,113.67011740023403
62,郑州人民医院,34.78146799853711,医疗,113.6708520344801
63,金水伟叶综合门诊,34.80702941289078,医疗,113.6962665346462
64,朝阳路15号院,34.80611197743045,地产小区,113.6942390141949
65,文博东路29号院,34.79691835225835,道路,113.6804124745481
66,文化路办事处文博东路29号院,34.799156982802984,门址,113.68150225477585
67,花园新村,34.80771376864871,地产小区,113.69074330321808
68,蓝堡湾,34.8014302397237,地产小区,113.68430577644195
69,金成时代小区,34.7816570044381,楼号,113.71272798311655
70,正商恒钻,34.79235061698696,地产小区,113.63851105984877
71,大桥局一公司家属院,34.80964380475187,楼号,113.66145333342085
72,河南中医药大学第二附属医院,34.8078229864363,医疗,113.65709798898627
73,郑州市第九人民医院,34.79312713974448,医疗,113.63632359610142
74,新庄家园,34.85344138219108,地产小区,113.7295560300655
75,开祥御龙城,34.80475534851067,地产小区,113.64674402984772
76,外贸小区,34.79740255165447,地产小区,113.63213282123628
77,中方园小区,34.81943784216622,地产小区,113.65684107361042
78,东岸尚景,34.8330685289756,地产小区,113.67074253103843
79,东岸尚景,34.8330685289756,地产小区,113.67074253103843
80,雅颂南区,24.124036972028485,乡镇,120.67502812714011
81,金水区总医院,34.82855793715515,医疗,113.65184299158345
82,东岸尚景,34.8330685289756,地产小区,113.67074253103843
83,普罗旺世,34.82925485365514,商圈,113.64322958920103
84,瀚宇天悦,34.849699310811246,地产小区,113.65743494338307
85,紫南花园,34.71124040167617,地产小区,113.69923552418723
86,紫荆尚都,34.74143552691826,地产小区,113.69127402211338
87,郑州卷烟厂医院,34.744299616614704,医疗,113.68485850382223
88,郑州第一人民医院,34.755687947692664,医疗,113.69118500003734
89,大冶镇,34.43904921968573,乡镇,113.24207781249368
90,嵩阳商场中街,34.46986438335714,道路,113.04106668613734
91,联合雅园,34.69585400706156,地产小区,113.66694296822288
92,世纪联华超市(橄榄城店),34.70578200825621,地产小区,113.68005140154669
93,长江一号小区,34.71390236515619,地产小区,113.66677246983708
94,京广南路68号院,34.71379193886168,地产小区,113.6625236006563
95,长江一号,34.71390236515619,地产小区,113.66677246983708
96,郑州市第六人民医院,34.71838101037877,医疗,113.6646670213828
97,第六人民医院,34.71838101037877,医疗,113.6646670213828
98,郑州市第六人民医院,34.71838101037877,医疗,113.6646670213828
99,张仲景大药房,34.5272140481763,医疗,113.6482141068148
100,沃选超市,34.7084509741431,购物,113.64533602579138
101,郑飞小区,34.70809495383542,地产小区,113.64684499938704
102,郑飞小区,34.70809495383542,地产小区,113.64684499938704
103,亚星望江居,34.70643894574165,地产小区,113.629402960622
104,联合雅园,34.69585400706156,地产小区,113.66694296822288
105,京广中路14号院,34.7375735170248,道路,113.66364404274601
106,亚星城市山水,34.71515379341728,地产小区,113.6366598318538
107,铁道家园社区,34.73579871050531,地产小区,113.66533985220977
108,铁路北福华街小区,34.73648648073712,地产小区,113.66171321320489
109,升龙国际小区,34.78024093195203,地产小区,113.66084446194618
110,郑州市第二人民医院,34.805850671490276,医疗,113.57070291758085
111,第二人民医院,34.805850671490276,医疗,113.57070291758085
112,永安街35号院,34.739211177688645,地产小区,113.66007155988541
113,财富星苑,34.7382684714275,地产小区,113.65693934823321
